Virus GENBANK accession,Realm,Kingdom,Phylum,Class,Order,Family,Genus,Species
MH853788,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Burnvirus,Burnvirus IME512
PQ797121,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Burnvirus,Burnvirus MRABphi22
OR126895,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Burnvirus,Burnvirus NJ02
OQ689089,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Burnvirus,Burnvirus P1068
PQ885450,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Burnvirus,Burnvirus phi1092006
PV468792,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Cairovirus,Cairovirus RMA1
PV536160,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Cairovirus,Cairovirus RMA2
MZ593728,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Chinavirus,Chinavirus BUCT628
OP585104,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Ganjingzivirus,Ganjingzivirus BP10
OR526523,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Guangzhouvirus,Guangzhouvirus AB3P2
MZ618622,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Guizhouvirus,Guizhouvirus Abp95
PQ516282,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Helsinkivirus,Helsinkivirus AQ1
PP171454,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Helsinkivirus,Helsinkivirus fThrA
PP841127,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Kenyavirus,Kenyavirus 01KEN01
OM471864,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Miklukhovirus,Miklukhovirus Cato
PQ227708,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Nosocomialisvirus,Nosocomialisvirus QH4
OQ547903,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Nosocomialisvirus,Nosocomialisvirus XC1
OR180310,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Obolenskvirus,Obolenskvirus A8321
JX976549,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Obolenskvirus,Obolenskvirus AB2
KJ817802,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Obolenskvirus,Obolenskvirus AbC62
MH853786,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Obolenskvirus,Obolenskvirus IME285
KU510289,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Obolenskvirus,Obolenskvirus LZ35
MN516422,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Obolenskvirus,Obolenskvirus R1888
MN516421,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Obolenskvirus,Obolenskvirus R2919
OR665530,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Pakistanvirus,Pakistanvirus SR
OR791279,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Pittiivirus,Pittiivirus IMEAp7
PV067692,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Polandvirus,Polandvirus Acba21
PP355976,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Polandvirus,Polandvirus YNAF
ON036883,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Scipiovirus,Scipiovirus Scipio
PP841134,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Sichuanvirus,Sichuanvirus 02KEN02
MN166083,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Sichuanvirus,Sichuanvirus Abp9
PP844715,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Sichuanvirus,Sichuanvirus SPA
KY829116,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Sichuanvirus,Sichuanvirus WCHABP1
KY670595,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Sichuanvirus,Sichuanvirus WCHABP12
PQ412846,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Sichuanvirus,Sichuanvirus ZC3
HE806280,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Theraphagusvirus,Theraphagusvirus AP22
PP977194,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Theraphagusvirus,Theraphagusvirus SPB
OL743187,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Walailakvirus,Walailakvirus WUPSU
HM368260,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Wenzhouvirus,Wenzhouvirus AB1
PP717790,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hirszfeldviridae,Wenzhouvirus,Wenzhouvirus Acb75
OK040792,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hodgkinviridae,Kozievirus,Kozievirus kozie
OR941552,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hodgkinviridae,Kozievirus,Kozievirus MO526
MK937606,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hodgkinviridae,Margaeryvirus,Margaeryvirus margaery
MN813684,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hodgkinviridae,Margaeryvirus,Margaeryvirus terij
MK937591,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hodgkinviridae,Mementomorivirus,Mementomorivirus cinna
MK937608,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hodgkinviridae,Mementomorivirus,Mementomorivirus cressida
MN813682,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hodgkinviridae,Mementomorivirus,Mementomorivirus matzah
MH271303,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hodgkinviridae,Mementomorivirus,Mementomorivirus mementomori
MN062720,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hodgkinviridae,Fuzzbustervirus,Fuzzbustervirus fuzzbuster
MN586020,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hodgkinviridae,Meganvirus,Meganvirus megan
OR159674,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hodgkinviridae,Meganvirus,Meganvirus nichole72
MN585986,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hodgkinviridae,Metamorphoovirus,Metamorphoovirus ariadne
MK524510,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hodgkinviridae,Metamorphoovirus,Metamorphoovirus fireman
MN586042,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hodgkinviridae,Metamorphoovirus,Metamorphoovirus jayden
MH271304,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hodgkinviridae,Metamorphoovirus,Metamorphoovirus metamorphoo
MH271312,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hodgkinviridae,Metamorphoovirus,Metamorphoovirus robsfeet
MN586059,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hodgkinviridae,Metamorphoovirus,Metamorphoovirus teamocil
MN175603,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hodgkinviridae,Metamorphoovirus,Metamorphoovirus tyrumba
MT657336,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hodgkinviridae,Quhwahvirus,Quhwahvirus clearasmud
MZ622179,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hodgkinviridae,Quhwahvirus,Quhwahvirus honeyfin
MH590600,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hodgkinviridae,Quhwahvirus,Quhwahvirus kaihaidragon
OR475280,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hodgkinviridae,Quhwahvirus,Quhwahvirus littlefortune
MW578837,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hodgkinviridae,Quhwahvirus,Quhwahvirus noodelyboi
MH155873,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hodgkinviridae,Quhwahvirus,Quhwahvirus paschalis
MW601217,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hodgkinviridae,Quhwahvirus,Quhwahvirus pulchra
MH271321,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hodgkinviridae,Quhwahvirus,Quhwahvirus quhwah
MZ648035,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Hodgkinviridae,Quhwahvirus,Quhwahvirus shotgun
PQ111741,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Infernusviridae,Tanggwanvirus,Tanggwanvirus davisi
PQ111740,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Jasonviridae,Obscurovirus,Obscurovirus verheini
ON529858,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Jeanschmidtviridae,Bajunvirus,Bajunvirus bajun
MH588546,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Jeanschmidtviridae,Bertelyvirus,Bertelyvirus BL9
MH588547,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Jeanschmidtviridae,Bertelyvirus,Bertelyvirus SC
JX100810,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Jeanschmidtviridae,Colossusvirus,Colossusvirus colossus
MH588545,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Jeanschmidtviridae,Colossusvirus,Colossusvirus PW
ON529850,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Jeanschmidtviridae,Kikimoravirus,Kikimoravirus gurke
ON529857,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Jeanschmidtviridae,Kikimoravirus,Kikimoravirus kikimora
ON529855,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Jeanschmidtviridae,Marchewkavirus,Marchewkavirus domovoi
ON529852,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Jeanschmidtviridae,Marchewkavirus,Marchewkavirus kabachok
ON529851,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Jeanschmidtviridae,Marchewkavirus,Marchewkavirus marchewka
MH588544,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Jeanschmidtviridae,Poindextervirus,Poindextervirus BL10
JX100814,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Jeanschmidtviridae,Poindextervirus,Poindextervirus rogue
JX100813,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Jeanschmidtviridae,Shapirovirus,Shapirovirus cbk
JX100809,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Jeanschmidtviridae,Shapirovirus,Shapirovirus swift
MN988521,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Kleczkowskaviridae,Cuauhnahuacvirus,Cuauhnahuacvirus TM30
MN988525,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Kleczkowskaviridae,Cuauhnahuacvirus,Cuauhnahuacvirus Y65
OP072332,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Konodaiviridae,Akedovirus,Akedovirus syoka
OP031061,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Konodaiviridae,Satomivirus,Satomivirus wayo
OP073416,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Konodaiviridae,Shienvirus,Shienvirus iryou
ON970578,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Kruegerviridae,Cafassovirus,Cafassovirus aleemily
MZ322021,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Kruegerviridae,Cafassovirus,Cafassovirus cafasso
PP537962,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Kruegerviridae,Cafassovirus,Cafassovirus morgana
OP297535,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Kruegerviridae,Cafassovirus,Cafassovirus obladi
MZ028627,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Kruegerviridae,Vanleevirus,Vanleevirus vanlee
PP467599,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Kunpengviridae,Dafengvirus,Dafengvirus linsing
PQ827566,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lilliviridae,Mildendovirus,Mildendovirus danakilense
EF153632,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Bcepfunavirus,Bcepfunavirus bcepF1
MH059633,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Carpasinavirus,Carpasinavirus carpasina
MT161386,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Carpasinavirus,Carpasinavirus FoX6
MH191395,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Carpasinavirus,Carpasinavirus XcP1
MT708549,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Gladiolivirus,Gladiolivirus maja
MW460246,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Irusalimvirus,Irusalimvirus BCSR52
PV388296,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Irusalimvirus,Irusalimvirus karilmokiny1
MN038177,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Kylevirus,Kylevirus kyle
MK618717,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Myosmarvirus,Myosmarvirus MTx
MN062189,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Myosmarvirus,Myosmarvirus myosmar
OP490597,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Myosmarvirus,Myosmarvirus SMP
PP858852,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Myosmarvirus,Myosmarvirus Spe5P4
LN610589,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus Ab28
MT119374,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus antinowhere
MF623055,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus BrSP1
MT119377,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus crassa
MT119378,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus datas
KR054030,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus DL60
KR054033,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus DL68
KR869157,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus DP1
MF490241,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus E215
MF490240,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus E217
MT118289,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus Epa7
MT118293,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus Epa14
MK317959,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus EPa61
DQ163917,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus F8
ON375839,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus FBPa14
ON857938,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus FBPa35
PQ287652,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus hhbs122
PQ287641,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus hhbs511
GU815091,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus JG024
AB560486,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus KPP12
KP340288,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus KTN6
FM201281,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus LBL3
FM201282,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus LMA2
MG897799,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus LS1
JN254800,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus NH4
AP019535,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus PA01
KY000082,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus PA5
MK837009,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus Pa193
AP018815,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus PaGU11
EU716414,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus PB1
MW526258,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus ph0031
KM434184,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus PS44
MZ089730,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus PSA09
MZ089736,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus PSA25
OQ831730,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus pv109
FM897211,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus pv141
LC472881,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus R12
LC472882,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus R26
MK340760,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus S1
OQ594965,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus SG1
MF768470,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus SL1
FM887021,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus SN
MW406974,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus TH15
MT491204,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus USP1
OR805296,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus victoria
OP310979,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Pbunavirus,Pbunavirus wadjak13
ON529861,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Plutovirus,Plutovirus pluto
MG018926,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Tabernariusvirus,Tabernariusvirus tabernarius
OR352958,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Wifcevirus,Wifcevirus AV128
ON210137,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Wifcevirus,Wifcevirus EC150
JX128258,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Wifcevirus,Wifcevirus ECML117
OP172789,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Wifcevirus,Wifcevirus ECO71P1
MH816966,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Wifcevirus,Wifcevirus FEC19
MK903282,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Wifcevirus,Wifcevirus mansfield
MH051335,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Wifcevirus,Wifcevirus Ro157lw
OP352608,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Wifcevirus,Wifcevirus SP13
MK373777,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Wifcevirus,Wifcevirus WFC
MK373776,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lindbergviridae,Wifcevirus,Wifcevirus WFH
PP754928,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Ludisviridae,Ludisvirus,Ludisvirus pging00A
MT188223,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Luriaviridae,Liaodongvirus,Liaodongvirus D22
OL960030,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Luriaviridae,Liaodongvirus,Liaodongvirus P1
KJ473422,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Luriaviridae,Queenastridvirus,Queenastridvirus Acibel004
PV611675,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Luriaviridae,Saclayvirus,Saclayvirus 14CRR8
MT623546,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Luriaviridae,Saclayvirus,Saclayvirus Ab121
MH746814,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Luriaviridae,Saclayvirus,Saclayvirus Aci05
MH800198,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Luriaviridae,Saclayvirus,Saclayvirus Aci011
MH800199,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Luriaviridae,Saclayvirus,Saclayvirus Aci022
OP585105,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Luriaviridae,Saclayvirus,Saclayvirus CP14
MW349133,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Luriaviridae,Saclayvirus,Saclayvirus Liucustia
PQ859668,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Luriaviridae,Saclayvirus,Saclayvirus phi1092033
MK170160,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Luriaviridae,Saclayvirus,Saclayvirus TAC1
PV067693,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Luriaviridae,Wulsvirus,Wulsvirus Acba22
OZ038335,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Luriaviridae,Wulsvirus,Wulsvirus KissB
OZ038337,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Luriaviridae,Wulsvirus,Wulsvirus Rocket
BK063680,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lutetiaviridae,Classicovirus,Classicovirus victor
OR420712,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Lutzviridae,Lutzvirus,Lutzvirus UFV02
KC292025,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Madisaviridae,Clampvirus,Clampvirus italiense
PQ827556,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Madisaviridae,Morpovirus,Morpovirus danakilense
PQ827557,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Madisaviridae,Traglyvirus,Traglyvirus danakilense
Z47794,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Madridviridae,Cepunavirus,Cepunavirus Cp1
LK392619,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Madridviridae,Cepunavirus,Cepunavirus Cp7
PQ625738,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mariniviridae,Pelagimarinivirus,Pelagimarinivirus ubique
OQ846916,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mazoviaviridae,Dabrowskivirus,Dabrowskivirus KKP3916
LN610577,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Abidjanvirus,Abidjanvirus Ab18
LN610584,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Abidjanvirus,Abidjanvirus Ab19
JQ067087,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Abidjanvirus,Abidjanvirus PaMx11
KU356689,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Abidjanvirus,Abidjanvirus ZC01
OL674541,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Bosavirus,Bosavirus Axl1
LR743532,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Bosavirus,Bosavirus bosa
ON932080,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Bosavirus,Bosavirus Doca6
