Order	Family	Subfamily	Genus	Virus name (s)	Virus GENBANK accession	Baltimore Group	Virus sequence complete	Genetic code table	Taxonomic grouping
Geplafuvirales	Genomoviridae		Gemykibivirus	pteropus associated gemykibivirus 1	KT732813		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykibivirus	Genomoviridae sp. ctbh29	MK032704		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykibivirus	rhinolophus associated gemykibivirus 1	KJ641737		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykibivirus	rhinolophus associated gemykibivirus 2	KJ641726		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykibivirus	sewage derived gemykibivirus 1	KJ547643		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykibivirus	sewage derived gemykibivirus 2	KJ547642		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykibivirus	Genomoviridae sp. cthd64	MK012443		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykibivirus	Genomoviridae sp. 6434_414	MT309857		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykibivirus	Genomoviridae sp. ctgi38	MK032756		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykolovirus	Genomoviridae sp. ctbe80	MK032717		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykolovirus	Citrus Tunisia genomovirus 1b	MN708482		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykolovirus	tick-associated genomovirus 2	MF173066		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykolovirus	grasshopper associated circular virus 1	MH545499		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykolovirus	thrips-associated genomovirus 4	KY308270		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykolovirus	tortoise genomovirus 9	MK570209		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykolovirus	tortoise genomovirus 13	MK570213		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykolovirus	Genomoviridae sp. ctce205	MK032747		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykolovirus	plant associated genomovirus 7	MH939374		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykolovirus	Alces alces faeces associated genomovirus MP68	MG641203		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykolovirus	plant associated genomovirus 9	MH939382		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykolovirus	Amygdalus persica genomoviridae	MN823669		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykolovirus	pteropus associated gemykolovirus 1	KT732798		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykolovirus	pteropus associated gemykolovirus 2	KT732800		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykolovirus	tubeweb spider associated circular virus 1	MH545501		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykolovirus	Genomoviridae sp. ctbi78	MK032739		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykrogvirus	Genomoviridae sp. ctea93	MK032716		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykrogvirus	Apis mellifera genomovirus 2	MH973741		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykrogvirus	bovine associated gemykrogvirus 1	LK931484		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykrogvirus	caribou associated gemykrogvirus 1	KJ938717		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykrogvirus	chicken genomovirus mg4_1247	MN379609		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykrogvirus	chicken stool-associated gemycircularvirus	KY056250		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykrogvirus	chicken genomovirus mg4_1173	MN379605		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykrogvirus	chicken genomovirus mg7_78	MN379614		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykrogvirus	chicken genomovirus mg4_1165	MN379604		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykrogvirus	giant panda associated gemycircularvirus gpge002	MF327559		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykrogvirus	Genomoviridae sp. cthh214	MK032724		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykrogvirus	Gemycircularvirus sp. Viet Nam	MT649486		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykrogvirus	sewage derived gemykrogvirus 1	KJ547634		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykroznavirus	Genomoviridae sp. ctda_5	MK032727		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykroznavirus	finch associated genomovirus 8	MK249245		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykroznavirus	capybara genomovirus 10	MK483082		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykroznavirus	plant associated genomovirus 24	MH939435		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykroznavirus	rabbit associated gemykroznavirus 1	KF371631		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykroznavirus	plant associated genomovirus 23	MH939385		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemykroznavirus	Zizania latifolia genomoviridae	MN823671		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemytondvirus	ostrich associated gemytondvirus 1	KF371630		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemyvongvirus	human associated gemyvongvirus 1	KP974693		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemyvongvirus	Genomoviridae sp. ctcg218	MK032710		Complete genome	1	Genomoviridae
Geplafuvirales	Genomoviridae		Gemyvongvirus	Genomoviridae sp. ctcj747	MK032740		Complete genome	1	Genomoviridae
Geplafuvirales	Geplanaviridae		Acciovirus	Arizlama virus AZLM_678	MW697536		Complete genome	1	Geplanaviridae
Geplafuvirales	Geplanaviridae		Acciovirus	Odonata-associated circular virus-7	KM598390		Complete genome	1	Geplanaviridae
Geplafuvirales	Geplanaviridae		Aguamentivirus	Avon-Heathcote Estuary associated circular virus 25	KM874355		Complete genome	1	Geplanaviridae
Geplafuvirales	Geplanaviridae		Aguamentivirus	Circoviridae sp. ctcc28	MK012475		Complete genome	1	Geplanaviridae
Geplafuvirales	Geplanaviridae		Alohovirus	red panda feces-associated circular DNA virus 12	MZ556204		Complete genome	1	Geplanaviridae
Geplafuvirales	Geplanaviridae		Alohovirus	Bromus-associated circular DNA virus 4	KP005454		Complete genome	1	Geplanaviridae
Geplafuvirales	Geplanaviridae		Alohovirus	Bromus-associated circular DNA virus 1	KM510190		Complete genome	1	Geplanaviridae
Geplafuvirales	Geplanaviridae		Alohovirus	Trifolium-associated circular DNA virus 1	KP005453		Complete genome	1	Geplanaviridae
Geplafuvirales	Geplanaviridae		Aparevirus	virus sp. D1_753	MW678915		Complete genome	1	Geplanaviridae
Geplafuvirales	Geplanaviridae		Avadavirus	CRESS virus sp. fmg067cre2	MN928944		Complete genome	1	Geplanaviridae
Geplafuvirales	Geplanaviridae		Densaugvirus	CRESS virus sp. ctrLR020	MW202708		Complete genome	1	Geplanaviridae
Geplafuvirales	Geplanaviridae		Diffindovirus	blackfly DNA virus 16	MK433230		Complete genome	1	Geplanaviridae
Geplafuvirales	Geplanaviridae		Engorgivirus	CRESS virus sp. ctce103	MH616705		Complete genome	1	Geplanaviridae
Geplafuvirales	Geplanaviridae		Engorgivirus	Lake Sarah-associated circular virus-45	KP153501		Complete genome	1	Geplanaviridae
Geplafuvirales	Geplanaviridae		Episkevirus	Trichosanthes kirilowii CRESS virus t111-nep-5	MN891804		Complete genome	1	Geplanaviridae
Geplafuvirales	Geplanaviridae		Episkevirus	CRESS virus sp. ctrD6136	MW202452		Complete genome	1	Geplanaviridae
Geplafuvirales	Geplanaviridae		Expellivirus	CRESS virus sp. ctdg299	MH616944		Complete genome	1	Geplanaviridae
Geplafuvirales	Geplanaviridae		Impedivirus	CRESS virus sp. fmg067cir3	MN928943		Complete genome	1	Geplanaviridae
Geplafuvirales	Geplanaviridae		Impedivirus	Odonata-associated circular virus-15	KM598398		Complete genome	1	Geplanaviridae
Geplafuvirales	Geplanaviridae		Lumovirus	Arctopus echinatus-associated virus 2-76-E	MH425569		Complete genome	1	Geplanaviridae
Geplafuvirales	Geplanaviridae		Oblivivirus	CRESS virus sp. 1aq-CRESS-1	MW346688		Complete genome	1	Geplanaviridae
Geplafuvirales	Geplanaviridae		Patrovirus	Circovirus-like genome DCCV-2	KT149395		Complete genome	1	Geplanaviridae
Geplafuvirales	Geplanaviridae		Protegovirus	red panda feces-associated circular DNA virus 11	MZ556147		Complete genome	1	Geplanaviridae
Geplafuvirales	Geplanaviridae		Protegovirus	CRESS virus sp. ctbg173	MH617562		Complete genome	1	Geplanaviridae
Geplafuvirales	Geplanaviridae		Protegovirus	Pacific flying fox faeces associated circular DNA virus-2	KT732831		Complete genome	1	Geplanaviridae
Geplafuvirales	Geplanaviridae		Riddikuvirus	Trichosanthes kirilowii CRESS virus pt111-nep-4	MN891803		Complete genome	1	Geplanaviridae
Geplafuvirales	Geplanaviridae		Riddikuvirus	CRESS virus sp. ctKR5164	MW202840		Complete genome	1	Geplanaviridae
Geplafuvirales	Geplanaviridae		Stupevirus	Kummerowia striata CRESS virus pt119-nep-9	MN891814		Complete genome	1	Geplanaviridae
Geplafuvirales	Geplanaviridae		Wingardivirus	Arizlama virus AZLM_683	MW697535		Complete genome	1	Geplanaviridae
Geplafuvirales	Geplanaviridae		Wingardivirus	capybara virus 11_cap1_98	MK570173		Complete genome	1	Geplanaviridae
Ageovirales	Thalassapleoviridae		Aprofuvirus	Archaeoglobus profundus pleomorphic virus 1	BK065154	I	Complete genome	1	Thalassapleoviridae
Ageovirales	Thalassapleoviridae		Avenivirus	Archaeoglobus veneficus pleomorphic virus 1	BK065155	I	Complete genome	1	Thalassapleoviridae
Ageovirales	Thalassapleoviridae		Geogavirus	Geoglobus acetivorans pleomorphic virus 1	BK065156	I	Complete genome	1	Thalassapleoviridae
Ageovirales	Thalassapleoviridae		Geogavirus	Geoglobus ahangari pleomorphic virus 1	BK065157	I	Complete genome	1	Thalassapleoviridae
Ageovirales	Thalassapleoviridae		Geogavirus	Thalassapleovirus 2	BK065158	I	Complete genome	1	Thalassapleoviridae
Haloruvirales	Nanopleoviridae		Milaagivirus	Danakil Nanohaloarchaeota pleomorphic virus 1	PQ827562	I	Complete genome	1	Nanopleoviridae
Haloruvirales	Pleolipoviridae		Alphapleolipovirus	Halorubrum pleomorphic virus 1	FJ685651	II	Complete genome	1	Pleolipoviridae
Haloruvirales	Pleolipoviridae		Alphapleolipovirus	Haloarcula hispanica pleomorphic virus 2	KF056323		Complete genome	1	Pleolipoviridae
Haloruvirales	Pleolipoviridae		Alphapleolipovirus	Haloarcula hispanica pleomorphic virus 1	GU321093	I	Complete genome	1	Pleolipoviridae
Haloruvirales	Pleolipoviridae		Alphapleolipovirus	Halorubrum pleomorphic virus 6	JN882266		Complete genome	1	Pleolipoviridae
Haloruvirales	Pleolipoviridae		Alphapleolipovirus	Halorubrum pleomorphic virus 2	JN882264		Complete genome	1	Pleolipoviridae
Haloruvirales	Pleolipoviridae		Betapleolipovirus	Danakil Halobacteriales pleomorphic virus 1	PQ827551	I	Complete genome	1	Pleolipoviridae
Haloruvirales	Pleolipoviridae		Betapleolipovirus	Halorubrum pleomorphic virus 9	KY965934	I	Complete genome	1	Pleolipoviridae
Haloruvirales	Pleolipoviridae		Betapleolipovirus	Halogeometricum pleomorphic virus 1	JN882267	I	Complete genome	1	Pleolipoviridae
Haloruvirales	Pleolipoviridae		Betapleolipovirus	saline Natrinema sp. J7‐1 virus 2	OP012469	I	Complete genome	1	Pleolipoviridae
Haloruvirales	Pleolipoviridae		Betapleolipovirus	Haloarcula hispanica pleomorphic virus 4	KY264020	I	Complete genome	1	Pleolipoviridae
Haloruvirales	Pleolipoviridae		Betapleolipovirus	Halorubrum pleomorphic virus 3	JN882265	I	Complete genome	1	Pleolipoviridae
Haloruvirales	Pleolipoviridae		Betapleolipovirus	Halorubrum pleomorphic virus 11	MG550113	I	Complete genome	1	Pleolipoviridae
Haloruvirales	Pleolipoviridae		Betapleolipovirus	Halorubrum pleomorphic virus 12	MG550110	I	Complete genome	1	Pleolipoviridae
Haloruvirales	Pleolipoviridae		Betapleolipovirus	Halorubrum pleomorphic virus 10	MG550111	I	Complete genome	1	Pleolipoviridae
Haloruvirales	Pleolipoviridae		Betapleolipovirus	Haloarcula hispanica pleomorphic virus 3	KX344510	I	Complete genome	1	Pleolipoviridae
Haloruvirales	Pleolipoviridae		Gammapleolipovirus	His2 virus	AF191797	I	Complete genome	1	Pleolipoviridae
Haloruvirales	Pleolipoviridae		Gammapleolipovirus	Hardyhisp2 virus	MW557853	I	Complete genome	1	Pleolipoviridae
Crytulvirales	Dumbiviridae		Orthodumbivirus	Armillaria mellea ambi-like virus 2	BK014421		Complete genome	1	Dumbiviridae
Crytulvirales	Dumbiviridae		Orthodumbivirus	Tulasnella ambivirus 2	MN793992		Coding-complete genome	1	Dumbiviridae
Crytulvirales	Dumbiviridae		Orthodumbivirus	Heterobasidion ambi-like virus 2	MZ502385		Coding-complete genome	1	Dumbiviridae
Crytulvirales	Dumbiviridae		Orthodumbivirus	Phlebiopsis gigantea ambi-like virus 1	MZ448624		Coding-complete genome	1	Dumbiviridae
Crytulvirales	Dumbiviridae		Orthodumbivirus	Rhizoctonia solani ambivirus 1	MT354567		Complete genome	1	Dumbiviridae
Crytulvirales	Dumbiviridae		Orthodumbivirus	Tulasnella ambivirus 1	MN793991		Complete genome	1	Dumbiviridae
Crytulvirales	Dumbiviridae		Orthodumbivirus	Heterobasidion ambi-like virus 1	MZ502384		Coding-complete genome	1	Dumbiviridae
Crytulvirales	Quambiviridae		Orthoquambivirus	Armillaria novae-zelandiae ambi-like virus 1	BK014422		Coding-complete genome	1	Quambiviridae
Crytulvirales	Quambiviridae		Orthoquambivirus	Tulasnella ambivirus 3	MN793994		Complete genome	1	Quambiviridae
Crytulvirales	Quambiviridae		Orthoquambivirus	Tulasnella ambivirus 5	MN793996		Coding-complete genome	1	Quambiviridae
Crytulvirales	Quambiviridae		Orthoquambivirus	Tulasnella ambivirus 4	MN793995		Complete genome	1	Quambiviridae
Crytulvirales	Trimbiviridae		Orthotrimbivirus	Armillaria ectypa ambi-like virus 1	BK014418		Coding-complete genome	1	Trimbiviridae
Crytulvirales	Trimbiviridae		Orthotrimbivirus	Heterobasidion ambi-like virus 3	MZ502386		Coding-complete genome	1	Trimbiviridae
Crytulvirales	Trimbiviridae		Orthotrimbivirus	Armillaria borealis ambi-like virus 1	MW423805		Coding-complete genome	1	Trimbiviridae
Crytulvirales	Trimbiviridae		Orthotrimbivirus	Armillaria luteobubalina ambi-like virus 1	BK014419		Coding-complete genome	1	Trimbiviridae
Crytulvirales	Trimbiviridae		Orthotrimbivirus	Heterobasidion ambi-like virus 4	MZ502387		Coding-complete genome	1	Trimbiviridae
Crytulvirales	Unambiviridae		Orthounambivirus	Cryphonectria parasitica ambivirus 1	MT354566		Complete genome	1	Unambiviridae
Crytulvirales	Unambiviridae		Orthounambivirus	Armillaria spp. ambi-like virus 2	ON380551		Coding-complete genome	1	Unambiviridae
Crytulvirales	Unambiviridae		Orthounambivirus	Phlebiopsis gigantea ambi-like virus 2	MZ448625		Coding-complete genome	1	Unambiviridae
Crytulvirales	Unambiviridae		Orthounambivirus	Armillaria mellea ambi-like virus 1	BK014420		Coding-complete genome	1	Unambiviridae
Ghabrivirales	Fusagraviridae		Fusagravirus	Fusarium virguliforme dsRNA mycovirus 2	JN671443	III	Coding-complete genome	1	Fusagraviridae
Ghabrivirales	Fusagraviridae		Fusagravirus	Fusarium poae dsRNA virus 3	KU728181	III	Complete genome	1	Fusagraviridae
Ghabrivirales	Fusagraviridae		Fusagravirus	Fusarium graminearum dsRNA mycovirus 3	GQ140626	III	Complete genome	1	Fusagraviridae
Ghabrivirales	Fusagraviridae		Fusagravirus	Macrophomina phaseolina double-stranded RNA virus 2	KP900891	III	Coding-complete genome	1	Fusagraviridae
Ghabrivirales	Fusagraviridae		Fusagravirus	Macrophomina phaseolina fusagravirus 1	MK780821	III	Complete genome	1	Fusagraviridae
Ghabrivirales	Fusagraviridae		Fusagravirus	Caloscypha fulgens fusagravirus 1	MW258947	III	Complete genome	1	Fusagraviridae
Ghabrivirales	Fusagraviridae		Fusagravirus	Trichoderma atroviride mycovirus 1	KX821737	III	Complete genome	1	Fusagraviridae
Ghabrivirales	Fusagraviridae		Fusagravirus	Cryphonectria naterciae fusagravirus 1	MZ736512	III	Complete genome	1	Fusagraviridae
Ghabrivirales	Fusagraviridae		Fusagravirus	Rosellinia necatrix fusagravirus 1	LC333734	III	Coding-complete genome	1	Fusagraviridae
Ghabrivirales	Fusagraviridae		Fusagravirus	Picoa juniperi mycovirus 1	MT876190	III	Complete genome	1	Fusagraviridae
Ghabrivirales	Fusagraviridae		Fusagravirus	Rosellinia necatrix fusagravirus 3	LC333739	III	Coding-complete genome	1	Fusagraviridae
Ghabrivirales	Fusagraviridae		Fusagravirus	Trichoderma asperellum dsRNA virus 1	MG897472	III	Coding-complete genome	1	Fusagraviridae
Ghabrivirales	Fusagraviridae		Fusagravirus	Rosellinia necatrix fusagravirus 4	MT520144	III	Coding-complete genome	1	Fusagraviridae
Ghabrivirales	Fusagraviridae		Fusagravirus	papaya meleira fusagravirus 2	KT921784	III	Coding-complete genome	1	Fusagraviridae
Ghabrivirales	Fusagraviridae		Fusagravirus	Botrytis cinerea RNA virus 1	KJ549662	III	Complete genome	1	Fusagraviridae
Ghabrivirales	Fusagraviridae		Fusagravirus	Cryphonectria carpinicola fusagravirus 1	LC651180	III	Complete genome	1	Fusagraviridae
Ghabrivirales	Fusagraviridae		Fusagravirus	papaya meleira fusagravirus 1	KT013296	III	Complete genome	1	Fusagraviridae
Ghabrivirales	Fusagraviridae		Fusagravirus	Phytophthora infestans RNA virus 3	JN603241	III	Complete genome	1	Fusagraviridae
Ghabrivirales	Fusagraviridae		Fusagravirus	Fusarium virguliforme dsRNA mycovirus 1	JN671444	III	Coding-complete genome	1	Fusagraviridae
Ghabrivirales	Fusagraviridae		Fusagravirus	Fusarium poae dsRNA virus 2	KU728180	III	Complete genome	1	Fusagraviridae
Ghabrivirales	Monocitiviridae		Monocitivirus	Ustilago maydis virus H1	U01059	III	Complete genome	1	Monocitiviridae
Ghabrivirales	Orthototiviridae		Totivirus	Xanthophyllomyces dendrorhous virus L1B	JN997473	III	Complete genome	1	Orthototiviridae
Ghabrivirales	Orthototiviridae		Totivirus	red clover powdery mildew-associated totivirus 1	LC075485	III	Complete genome	1	Orthototiviridae
Ghabrivirales	Orthototiviridae		Totivirus	Saccharomyces cerevisiae virus L-A	J04692	III	Complete genome	1	Orthototiviridae
Ghabrivirales	Orthototiviridae		Totivirus	red clover powdery mildew-associated totivirus 3	LC075488	III	Complete genome	1	Orthototiviridae
Ghabrivirales	Orthototiviridae		Totivirus	Hubei toti-like virus 2	KX882939	III	Coding-complete genome	1	Orthototiviridae
Ghabrivirales	Orthototiviridae		Totivirus	Wuhan insect virus 26	KX882983	III	Coding-complete genome	1	Orthototiviridae
Ghabrivirales	Orthototiviridae		Totivirus	red clover powdery mildew-associated totivirus 5	LC075490	III	Complete genome	1	Orthototiviridae
Ghabrivirales	Orthototiviridae		Totivirus	maize associated totivirus	MK066243	III	Coding-complete genome	1	Orthototiviridae
Ghabrivirales	Orthototiviridae		Totivirus	red clover powdery mildew-associated totivirus 6	LC075491	III	Complete genome	1	Orthototiviridae
Ghabrivirales	Orthototiviridae		Totivirus	Beihai blue swimmer crab virus 3	KX882997	III	Coding-complete genome	1	Orthototiviridae
Ghabrivirales	Orthototiviridae		Totivirus	red clover powdery mildew-associated totivirus 7	LC075492	III	Complete genome	1	Orthototiviridae
Ghabrivirales	Orthototiviridae		Totivirus	Panax notoginseng virus A	KT388111	III	Complete genome	1	Orthototiviridae
Ghabrivirales	Orthototiviridae		Totivirus	Wuhan insect virus 27	KX882990	III	Coding-complete genome	1	Orthototiviridae
Ghabrivirales	Orthototiviridae		Totivirus	red clover powdery mildew-associated totivirus 2	LC075487	III	Coding-complete genome	1	Orthototiviridae
Ghabrivirales	Orthototiviridae		Totivirus	Saccharomyces cerevisiae virus L-BC (La)	U01060	III	Complete genome	1	Orthototiviridae
Ghabrivirales	Orthototiviridae		Totivirus	Cronartium ribicola totivirus 5	MK967422	III	Complete genome	1	Orthototiviridae
Ghabrivirales	Orthototiviridae		Totivirus	Rhodosporidiobolus odoratus RNA virus 1	MN937194	III	Complete genome	1	Orthototiviridae
Ghabrivirales	Orthototiviridae		Totivirus	Torulaspora delbrueckii virus LA	MW174763	III	Complete genome	1	Orthototiviridae
Ghabrivirales	Orthototiviridae		Totivirus	Cronartium ribicola totivirus 4	MK967421	III	Complete genome	1	Orthototiviridae
Ghabrivirales	Orthototiviridae		Totivirus	Plasmopara viticola lesion-associated toti-like virus 1	MN545910	III	Coding-complete genome	1	Orthototiviridae
Ghabrivirales	Orthototiviridae		Totivirus	Cronartium ribicola totivirus 3	MK967420	III	Complete genome	1	Orthototiviridae
Ghabrivirales	Orthototiviridae		Totivirus	Malassezia restricta virus	MN603497	III	Complete genome	1	Orthototiviridae
Ghabrivirales	Orthototiviridae		Totivirus	Cronartium ribicola totivirus 2	MK967419	III	Complete genome	1	Orthototiviridae
Ghabrivirales	Orthototiviridae		Totivirus	Trichoderma koningiopsis totivirus 1	MK993478	III	Coding-complete genome	1	Orthototiviridae
Ghabrivirales	Orthototiviridae		Totivirus	Malassezia sympodialis mycovirus 1	MN812428	III	Complete genome	1	Orthototiviridae
Ghabrivirales	Orthototiviridae		Totivirus	Scheffersomyces segobiensis virus L	KC610514	III	Complete genome	1	Orthototiviridae
Ghabrivirales	Orthototiviridae		Totivirus	Tuber aestivum virus 1	HQ158596	III	Complete genome	1	Orthototiviridae
Ghabrivirales	Orthototiviridae		Totivirus	Plasmopara viticola lesion-associated toti-like virus 3	MN545912	III	Coding-complete genome	1	Orthototiviridae
Ghabrivirales	Orthototiviridae		Totivirus	Conidiobolus heterosporus totivirus 1	MW249058	III	Complete genome	1	Orthototiviridae
Ghabrivirales	Orthototiviridae		Totivirus	Tea-oil camellia-associated totivirus 1	MW025466	III	Complete genome	1	Orthototiviridae
Ghabrivirales	Orthototiviridae		Totivirus	Xanthophyllomyces dendrorhous virus L1A	JN997472	III	Complete genome	1	Orthototiviridae
Ghabrivirales	Orthototiviridae		Totivirus	maize-associated totivirus 1	KP984504	III	Complete genome	1	Orthototiviridae
Ghabrivirales	Phlegiviridae		Phlegivirus	Phlebiopsis gigantea large virus 1; Phlebiopsis gigantea mycovirus dsRNA 1	AM111096	III	Complete genome	1	Phlegiviridae
Ghabrivirales	Phlegiviridae		Phlegivirus	Thelephora terrestris virus 1	KT191297	III	Complete genome	1	Phlegiviridae
Ghabrivirales	Phlegiviridae		Phlegivirus	Rhizoctonia solani dsRNA virus 10	MK532272	III	Coding-complete genome	1	Phlegiviridae
Ghabrivirales	Phlegiviridae		Phlegivirus	Lentinula edodes mycovirus HKB	MN744709	III	Coding-complete genome	1	Phlegiviridae
Ghabrivirales	Pseudototiviridae		Eimeriavirus	Eimeria tenella RNA virus 1	KJ363185	III	Coding-complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Eimeriavirus	Eimeria stiedai RNA virus 1	KU597305	III	Complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Eimeriavirus	Eimeria stiedai RNA virus 2	MT129769	III	Coding-complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Leishmaniavirus	Blechomonas wendygibsoni LRV3; Blechomonas wendygibsoni Leishmaniavirus-like RNA virus 1	MG967347	III	Coding-complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Leishmaniavirus	Leishmania RNA virus 1	M92355	III	Complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Leishmaniavirus	Leishmania RNA virus 2	U32108	III	Complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Leishmaniavirus	Blechomonas juanalfonzi LRV4; Blechomonas juanalfonzi Leishmaniavirus-like RNA virus 1	MG967341	III	Coding-complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Leishmaniavirus	Leishmania aethiopica LRV2 Leishmania aethiopica RNA virus	KF757256	III	Complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Leishmaniavirus	Blechomonas maslovi LRV3; Blechomonas maslovi Leishmaniavirus-like RNA virus 1	MG967345	III	Coding-complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Trichomonasvirus	Trichomonas vaginalis virus 1	U08999	III	Complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Trichomonasvirus	Trichomonas vaginalis virus 4	HQ607520	III	Complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Trichomonasvirus	Trichomonas vaginalis virus 5	BK063446	III	Coding-complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Trichomonasvirus	Trichomonas vaginalis virus 2	AF127178	III	Complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Trichomonasvirus	Trichomonas vaginalis virus 3	AF325840	III	Complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Victorivirus	Coniothyrium minitans RNA virus	AF527633	III	Complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Victorivirus	Epichloe festucae virus 1	AM261427	III	Coding-complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Victorivirus	Helminthosporium victoriae virus 190S	U41345	III	Complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Victorivirus	Magnaporthe oryzae virus 2	AB300379	III	Complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Victorivirus	Rosellinia necatrix victorivirus 1	AB742454	III	Complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Victorivirus	Botryosphaeria dothidea victorivirus 1	KM051424	III	Complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Victorivirus	Tolypocladium cylindrosporum virus 1	FR750562	III	Complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Victorivirus	Phomopsis vexans RNA virus	KP090346	III	Complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Victorivirus	Aspergillus foetidus slow virus 1	HE588147	III	Complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Victorivirus	Beauveria bassiana victorivirus 1	KJ364649	III	Complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Victorivirus	Beauveria bassiana RNA virus 1	HE572591	III	Complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Victorivirus	Ustilaginoidea virens RNA virus 1; Ustilaginoidea virens RNA virus L	KJ101566	III	Complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Victorivirus	Ustilaginoidea virens RNA virus 3	KF791042	III	Complete genome	1	Pseudototiviridae
