Order	Family	Subfamily	Genus	Virus name (s)	Virus GENBANK accession	Baltimore Group	Virus sequence complete	Genetic code table	Taxonomic grouping
Zurhausenvirales	Papillomaviridae	Firstpapillomavirinae	Alphapapillomavirus	human papillomavirus 32	X74475	I	Complete genome	1	Papillomaviridae
Zurhausenvirales	Papillomaviridae	Firstpapillomavirinae	Alphapapillomavirus	human papillomavirus 42	M73236	I	Complete genome	1	Papillomaviridae
Hypofuvirales	Parahypoviridae		Betahypovirus	Cryphonectria hypovirus 4	AY307099	IV	Complete genome	1	Parahypoviridae
Hypofuvirales	Parahypoviridae		Betahypovirus	Cryphonectria hypovirus 3	AF188515	IV	Complete genome	1	Parahypoviridae
Mononegavirales	Paramyxoviridae	Avulavirinae	Metaavulavirus	avian paramyxovirus 2 Finch	HM159995	V	Complete genome	1	Paramyxoviridae
Mononegavirales	Paramyxoviridae	Avulavirinae	Metaavulavirus	avian metaavulavirus 6	AB759118	V	Complete genome	1	Paramyxoviridae
Vinavirales	Parnassusviridae		Corycianvirus	Marinomonas phage MfV	MW618650	I	Complete genome	1	Parnassusviridae
Piccovirales	Parvoviridae	Densovirinae	Aquambidensovirus	Asterias forbesi-associated densovirus	MN190158		Complete genome	1	Parvoviridae
Piccovirales	Parvoviridae	Densovirinae	Aquambidensovirus	uncultured densovirus clone LaaDV1	MT733017		Complete genome	1	Parvoviridae
Tubulavirales	Paulinoviridae		Bifilivirus	Propionibacterium phage B5	AF428260		Complete genome	1	Paulinoviridae
Tubulavirales	Paulinoviridae		Bifilivirus	Propionibacterium phage Philemon	PP693361		Complete genome	1	Paulinoviridae
Ringavirales	Pecoviridae		Amaruvirus	human circovirus VS6600022	KJ206566		Complete genome	1	Pecoviridae
Ringavirales	Pecoviridae		Amaruvirus	Pecovirus sp. CRESSV1-84-AMS-03 DNA	LC708001		Complete genome	1	Pecoviridae
	Peduoviridae		Acarajevirus	Ralstonia phage AB1	PP316168	I	Complete genome	1	Peduoviridae
	Peduoviridae		Aptresvirus	Burkholderia phage AP3	KP966108	I	Complete genome	1	Peduoviridae
Bullavirales	Pequenoviridae		Pseudophixvirus	Eel River basin pequenovirus c17592	KP087950		Complete genome	1	Pequenoviridae
	Permutotetraviridae		Alphapermutotetravirus	Euprosterna elaeasa virus	AF461742	IV	Complete genome	1	Permutotetraviridae
	Pervagoviridae		Callevirus	Cellulophaga phage Calle_1	MT732432	I	Complete genome	1	Pervagoviridae
	Pervagoviridae		Callevirus	Cellulophaga phage phi38:1	KC821614	I	Complete genome	1	Pervagoviridae
Amarillovirales	Pestiviridae		Orthopestivirus	pronghorn antelope pestivirus	AY781152	IV	Complete genome	1	Pestiviridae
Amarillovirales	Pestiviridae		Orthopestivirus	porcine pestivirus	EF100713	IV	Complete genome	1	Pestiviridae
Elliovirales	Phasmaviridae		Jonvirus	Mikado virus	MZ202272		Coding-complete genome	1	Phasmaviridae
Elliovirales	Phasmaviridae		Jonvirus	Spilikins virus	MZ202269		Coding-complete genome	1	Phasmaviridae
Hareavirales	Phenuiviridae		Horwuvirus	Wǔhàn horsefly virus	S1: KM817690	V	Coding-complete genome	1	Phenuiviridae
Ghabrivirales	Phlegiviridae		Phlegivirus	Phlebiopsis gigantea large virus 1; Phlebiopsis gigantea mycovirus dsRNA 1	AM111096	III	Complete genome	1	Phlegiviridae
Ghabrivirales	Phlegiviridae		Phlegivirus	Thelephora terrestris virus 1	KT191297	III	Complete genome	1	Phlegiviridae
Algavirales	Phycodnaviridae		Chlorovirus	chlorovirus O-NE-11	PP681887	I	Complete genome	1	Phycodnaviridae
Algavirales	Phycodnaviridae		Chlorovirus	chlorovirus O-NE-13	PP681889	I	Complete genome	1	Phycodnaviridae
Archintovirales	Phypoliviridae		Tetrivirus	Tetraselmis viridis virus S1	HQ332143	I	Complete genome	1	Phypoliviridae
Bullavirales	Piccoloviridae		Paraphixvirus	Eel River basin pequenovirus c18953	KP087951		Complete genome	1	Piccoloviridae
Gokushovirales	Pichoviridae		Pacdirvirus	Parabacteroides phage YZ-2015a	KM589515		Complete genome	1	Pichoviridae
Gokushovirales	Pichoviridae		Piapivirus	Apis mellifera associated microvirus 58 INH_SP_180	MH992186		Complete genome	1	Pichoviridae
Picornavirales	Picornaviridae	Caphthovirinae	Ailurivirus	ailurivirus A1; aimelvirus 1	MF327529	IV	Complete genome	1	Picornaviridae
Picornavirales	Picornaviridae	Caphthovirinae	Aphthovirus	equine rhinitis A virus	DQ272578	IV	Complete genome	1	Picornaviridae
Alpavirales	Pieniviridae		Alepusivirus	Lepus americanus faeces associated microvirus SHP1 6472	MG641188		Complete genome	1	Pieniviridae
Alpavirales	Pieniviridae		Almusivirus	Microviridae sp. ctbc205 virus	MH552492		Complete genome	1	Pieniviridae
Methanobavirales	Pigerviridae		Somnumvirus	Methanobrevibacter tailed virus 4	BK063677	I	Complete genome	1	Pigerviridae
Alpavirales	Pikkuviridae		Alcapybaravirus	capybara microvirus Cap1_SP_45	MK496680		Complete genome	1	Pikkuviridae
Alpavirales	Pikkuviridae		Almacaqusvirus	Microviridae sp. ctcd27 virus	MH617318		Complete genome	1	Pikkuviridae
Ghabrivirales	Pistolviridae		Pistolvirus	piscine myocarditis virus	HQ339954	III	Complete genome	1	Pistolviridae
Ghabrivirales	Pistolviridae		Pistolvirus	piscine myocarditis-like virus	KT725636	III	Complete genome	1	Pistolviridae
Pimascovirales	Pithoviridae	Orthocedratvirinae	Alphacedratvirus	cedratvirus A11	LT671577	I	Complete genome	1	Pithoviridae
Pimascovirales	Pithoviridae	Orthocedratvirinae	Alphacedratvirus	Brazilian cedratvirus IHUMI	LT994651	I	Complete genome	1	Pithoviridae
Bullavirales	Piticuviridae		Periphixvirus	Microviridae sp. ctea001 virus	MH649026		Complete genome	1	Piticuviridae
	Pituviridae		Corunyavirus	Klebsiella phage ST13-OXA48phi12.2	MK422452	I	Complete genome	1	Pituviridae
	Pituviridae		Keypisivirus	Klebsiella phage ST101-KPC2phi6.3	MK416017	I	Complete genome	1	Pituviridae
	Plasmaviridae		Plasmavirus	Acholeplasma phage L2	L13696	I	Complete genome	1	Plasmaviridae
Tubulavirales	Plectroviridae		Plectrovirus	Acholeplasma phage MV-L51	X58839		Complete genome	1	Plectroviridae
Tubulavirales	Plectroviridae		Suturavirus	Spiroplasma phage SVTS2	AF133242		Complete genome	1	Plectroviridae
Haloruvirales	Pleolipoviridae		Alphapleolipovirus	Halorubrum pleomorphic virus 1	FJ685651	II	Complete genome	1	Pleolipoviridae
Haloruvirales	Pleolipoviridae		Alphapleolipovirus	Haloarcula hispanica pleomorphic virus 2	KF056323		Complete genome	1	Pleolipoviridae
Mononegavirales	Pneumoviridae		Metapneumovirus	avian metapneumovirus	AY640317	V	Complete genome	1	Pneumoviridae
Mononegavirales	Pneumoviridae		Metapneumovirus	human metapneumovirus	AF371337	V	Complete genome	1	Pneumoviridae
Picornavirales	Polycipiviridae		Sopolycivirus	Lasius neglectus virus 1	MF041809	IV	Complete genome	1	Polycipiviridae
Picornavirales	Polycipiviridae		Sopolycivirus	Myrmica scabrinodis virus 1	MF041810	IV	Complete genome	1	Polycipiviridae
Xenadelphovirales	Polymycoviridae		Multimycovirus	Magnaporthe oryzae polymycovirus 2	MW752168	III	Complete genome	1	Polymycoviridae
Sepolyvirales	Polyomaviridae		Alphapolyomavirus	bat polyomavirus 5b2	AB972940	I	Complete genome	1	Polyomaviridae
Sepolyvirales	Polyomaviridae		Alphapolyomavirus	Apodemus flavicollis polyomavirus 1	MG654476	I	Complete genome	1	Polyomaviridae
	Pootjesviridae	Staniewskivirinae	Trinifflemingvirus	Rhizobium phage RHph_I1_9	MN988532	I	Complete genome	1	Pootjesviridae
	Pootjesviridae	Staniewskivirinae	Trinifflemingvirus	Rhizobium phage RHph_N34	MN988534	I	Complete genome	1	Pootjesviridae
	Portogloboviridae		Alphaportoglobovirus	Sulfolobus polyhedral virus 1	KY780159	I	Complete genome	1	Portogloboviridae
	Portogloboviridae		Alphaportoglobovirus	Sulfolobus polyhedral virus 2	MK064567	I	Complete genome	1	Portogloboviridae
	Pospiviroidae		Apscaviroid	grapevine yellow speckle viroid 1	AF059712		Complete genome	1	Pospiviroidae
	Pospiviroidae		Apscaviroid	Australian grapevine viroid	X17101		Complete genome	1	Pospiviroidae
Patatavirales	Potyliviridae		Potylivirus	Plasmopara viticola lesion associated poty-like virus 1	MN551108	IV	Coding-complete genome	1	Potyliviridae
Patatavirales	Potyliviridae		Potylivirus	Uromyces potyvirus A	MK231047	IV	Coding-complete genome	1	Potyliviridae
Patatavirales	Potyviridae		Arepavirus	areca palm necrotic ringspot virus	MH395371	IV	Complete genome	1	Potyviridae
Patatavirales	Potyviridae		Arepavirus	areca palm necrotic spindle‑spot virus	MH330686	IV	Complete genome	1	Potyviridae
Chitovirales	Poxviridae	Chordopoxvirinae	Avipoxvirus	canarypox virus	AY318871	I	Complete genome	1	Poxviridae
Chitovirales	Poxviridae	Chordopoxvirinae	Avipoxvirus	flamingopox virus	MF678796	I	Complete genome	1	Poxviridae
Ghabrivirales	Pseudototiviridae		Eimeriavirus	Eimeria stiedai RNA virus 1	KU597305	III	Complete genome	1	Pseudototiviridae
Ghabrivirales	Pseudototiviridae		Leishmaniavirus	Leishmania RNA virus 1	M92355	III	Complete genome	1	Pseudototiviridae
Ortervirales	Pseudoviridae		Hemivirus	Drosophila melanogaster copia virus	X04456		Complete genome	1	Pseudoviridae
Ortervirales	Pseudoviridae		Hemivirus	Drosophila melanogaster 1731 virus	X07656		Complete genome	1	Pseudoviridae
	Pungoviridae		Flagovirus	Methanoculleus virus Blf4	MZ171369	I	Complete genome	1	Pungoviridae
Kirjokansivirales	Pyrstoviridae		Haroovirus	Danakil Halobacteriales tailed virus 7	PQ827559	I	Complete genome	1	Pyrstoviridae
Kirjokansivirales	Pyrstoviridae		Hatrivirus	Haloarcula tailed virus 3	MZ334527	I	Complete genome	1	Pyrstoviridae
Crytulvirales	Quambiviridae		Orthoquambivirus	Tulasnella ambivirus 3	MN793994		Complete genome	1	Quambiviridae
Crytulvirales	Quambiviridae		Orthoquambivirus	Tulasnella ambivirus 4	MN793995		Complete genome	1	Quambiviridae
	Quasboviridae		Cusbovirus	Danakil Halobacteriales tailed virus 8	PQ827560	I	Complete genome	1	Quasboviridae
Recrevirales	Redondoviridae		Torbevirus	human respiratory-associated brisavirus	KY052047		Complete genome	1	Redondoviridae
Recrevirales	Redondoviridae		Torbevirus	apis mellifera virus 1	MH973742		Complete genome	1	Redondoviridae
Ortervirales	Retroviridae	Orthoretrovirinae	Alpharetrovirus	avian carcinoma Mill Hill virus 2	M14008		Complete genome	1	Retroviridae
Ortervirales	Retroviridae	Orthoretrovirinae	Alpharetrovirus	Fujinami sarcoma virus	AF033810		Complete genome	1	Retroviridae
Mononegavirales	Rhabdoviridae	Alpharhabdovirinae	Almendravirus	Puerto Almendras virus	KF534749	V	Complete genome	1	Rhabdoviridae
Mononegavirales	Rhabdoviridae	Alpharhabdovirinae	Almendravirus	Arboretum virus	KC994644	V	Complete genome	1	Rhabdoviridae
Ourlivirales	Rhizouliviridae		Betarhizoulivirus	Rhizoctonia solani ourmia-like virus 5	MK372909	IV	Coding-complete genome	1	Rhizouliviridae
Ourlivirales	Rhizouliviridae		Rhizoulivirus	Armillaria mellea ourmia-like virus 1	MW423802	IV	Coding-complete genome	1	Rhizouliviridae
	Rhodogtaviriformidae		Dinogtaviriform	Dinoroseobacter shibae gene transfer agent	CP000830 (1649803.2306161)	I	Partial genome (non-compliant)	1	Rhodogtaviriformidae
	Rhodogtaviriformidae		Rhodobactegtaviriform	Rhodobacter capsulatus gene transfer agent	CP001312 (203033.2020660)	I	Partial genome (non-compliant)	1	Rhodogtaviriformidae
Nidovirales	Roniviridae	Okanivirinae	Nimanivirus	Macrobrachium rosenbergii Golda virus	MT907511	IV	Complete genome	1	Roniviridae
Nidovirales	Roniviridae	Okanivirinae	Okavirus	gill-associated virus	AF227196	IV	Complete genome	1	Roniviridae
	Rountreeviridae	Rakietenvirinae	Andhravirus	Staphylococcus phage Andhra	KY442063	I	Complete genome	1	Rountreeviridae
	Rountreeviridae	Rakietenvirinae	Andhravirus	Staphylococcus phage BESEP3	MT596500	I	Complete genome	1	Rountreeviridae
Ligamenvirales	Rudiviridae		Icerudivirus	Sulfolobus islandicus rod-shaped virus 2	AJ344259	I	Complete genome	1	Rudiviridae
Ligamenvirales	Rudiviridae		Icerudivirus	Sulfolobus islandicus rod-shaped virus 1	AJ414696	I	Complete genome	1	Rudiviridae
	Saffermanviridae		Arthrovirus	Arthronema virus TR020	MT457475	I	Complete genome	1	Saffermanviridae
	Saffermanviridae		Kozyakovvirus	Anabaena phage A-4L	KF356198	I	Complete genome	1	Saffermanviridae
	Saladoviridae		Crypovirus	environmental halophage eHP-23	JQ807243	I	Complete genome	1	Saladoviridae
	Salasmaviridae	Northropvirinae	Claudivirus	Bacillus phage Aurora	KX349899	I	Complete genome	1	Salasmaviridae
	Salasmaviridae	Northropvirinae	Claudivirus	Bacillus phage Baseball_field	MT777452	I	Complete genome	1	Salasmaviridae
	Saparoviridae		Halohivirus	Haloarcula hispanica tailed virus 2	KC292024	I	Complete genome	1	Saparoviridae
	Saparoviridae		Samsavirus	Haloarcula californiae tailed virus 2	KC292028	I	Complete genome	1	Saparoviridae
	Sarkviridae	Guernseyvirinae	Cornellvirus	Salmonella phage GRNsp27	ON720976	I	Complete genome	1	Sarkviridae
	Sarkviridae	Guernseyvirinae	Cornellvirus	Salmonella phage vB_SenS_SE1	MK479295	I	Complete genome	1	Sarkviridae
Tombendovirales	Sarthroviridae		Macronovirus	extra small virus	AY247793	IV	Coding-complete genome	1	Sarthroviridae
Tombendovirales	Sarthroviridae		Macronovirus	extra small virus	DQ174318	IV	Coding-complete genome	1	Sarthroviridae
Adrikavirales	Satyavativiridae		Vyasavirus	Poseidoniales virus P01	PP497040	I	Complete genome	1	Satyavativiridae
	Schitoviridae	Brisouvirinae	Atduovirus	Acinetobacter phage At2	PQ656108	I	Complete genome	1	Schitoviridae
	Schitoviridae	Brisouvirinae	Exceevirus	Acinetobacter phage VB_ApiP_XC38	MN508356	I	Complete genome	1	Schitoviridae
Imitervirales	Schizomimiviridae		Biavirus	Prymnesium kappa virus RF01	HG999358	I	Complete genome	1	Schizomimiviridae
Imitervirales	Schizomimiviridae		Kratosvirus	Aureococcus anophagefferens virus	KJ645900	I	Complete genome	1	Schizomimiviridae
	Seadebiviridae		Hacxwiqakvirus	archaeal virus JdFR009	PQ111736	I	Complete genome	1	Seadebiviridae
	Seadebiviridae		Hacxwiqakvirus	archaeal virus JdFR114	PQ111738	I	Complete genome	1	Seadebiviridae
Picornavirales	Secoviridae		Sequivirus	carrot necrotic dieback virus	EU980442	IV	Complete genome	1	Secoviridae
Picornavirales	Secoviridae		Sequivirus	lettuce star mosaic virus	MT348706	IV	Complete genome	1	Secoviridae
Reovirales	Sedoreoviridae		Mimoreovirus	Micromonas pusilla reovirus	S1: DQ126101	III	Complete genome	1	Sedoreoviridae
Reovirales	Sedoreoviridae		Rotavirus	rotavirus L	OM101015	III	Complete genome	1	Sedoreoviridae
Kirjokansivirales	Shortaselviridae		Lonfivirus	Haloarcula sinaiiensis tailed virus 1	KC117378	I	Complete genome	1	Shortaselviridae
Halopanivirales	Simuloviridae		Yingchengvirus	Natrinema versiforme icosahedral virus 1	BK013337	I	Complete genome	1	Simuloviridae
Halopanivirales	Simuloviridae		Yingchengvirus	Haloterrigena jeotgali icosahedral virus 1	BK013338	I	Complete genome	1	Simuloviridae
Nodamuvirales	Sinhaliviridae		Sinaivirus	Lake Sinai virus 1	HQ871931	IV	Complete genome	1	Sinhaliviridae
Nodamuvirales	Sinhaliviridae		Sinaivirus	Lake Sinai virus 2	HQ888865	IV	Complete genome	1	Sinhaliviridae
Atroposvirales	Skuldviridae		Delusorvirus	Lokiarchaeia virus SkuldV3	BK062752	I	Complete genome	1	Skuldviridae
Atroposvirales	Skuldviridae		Delusorvirus	Lokiarchaeia virus SkuldV1	OK558607	I	Complete genome	1	Skuldviridae
Cremevirales	Smacoviridae		Babosmacovirus	Papio cynocephalus associated smacovirus 2/ZM09-71	LC386204		Complete genome	1	Smacoviridae
Cremevirales	Smacoviridae		Bonzesmacovirus	bovine faeces associated smacovirus 1	KT862223		Complete genome	1	Smacoviridae
Thumleimavirales	Soleiviridae		Eilatmyovirus	Haloarcula tailed virus 2	MZ334525	I	Complete genome	1	Soleiviridae
Sobelivirales	Solemoviridae		Enamovirus	alfalfa enamovirus 1	KU297983	IV	Complete genome	1	Solemoviridae
Sobelivirales	Solemoviridae		Enamovirus	Ageratum virus 2	OP660857	IV	Complete genome	1	Solemoviridae
Picornavirales	Solinviviridae		Invictavirus	Solenopsis invicta virus 3	FJ528584	IV	Complete genome	1	Solinviviridae
Norzivirales	Solspiviridae		Andihavirus	ssRNA phage SRR7976300_9	BK013716	IV	Coding-complete genome	1	Solspiviridae
Norzivirales	Solspiviridae		Dibaevirus	ssRNA phage SRR7976299_12	BK014166	IV	Coding-complete genome	1	Solspiviridae
	Speroviridae		Glazvirus	Methanobacterium virus C158	OX365879	I	Complete genome	1	Speroviridae
Halopanivirales	Sphaerolipoviridae		Alphasphaerolipovirus	Haloarcula hispanica icosahedral virus 2	JN968479	I	Complete genome	1	Sphaerolipoviridae
Halopanivirales	Sphaerolipoviridae		Alphasphaerolipovirus	Haloarcula hispanica PH1 virus	KC252997	I	Complete genome	1	Sphaerolipoviridae
Ghabrivirales	Spiciviridae		Spicivirus	Aedes camptorhynchus toti-like virus 1	MF176241	III	Complete genome	1	Spiciviridae
Ghabrivirales	Spiciviridae		Spicivirus	Scaphoideus titanus toti-like virus 1	MN982381	III	Complete genome	1	Spiciviridae
Reovirales	Spinareoviridae		Aquareovirus	Scophthalmus maximus reovirus; aquareovirus E	L1: HM989930	III	Complete genome	1	Spinareoviridae
Reovirales	Spinareoviridae		Dinovernavirus	Aedes albopictus reovirus	S1: PV842502	III	Complete genome	1	Spinareoviridae
	Spiraviridae		Alphaspiravirus	Aeropyrum coil-shaped virus	HE681887		Complete genome	1	Spiraviridae
Mividavirales	Sputniviroviridae		Sputnikvirus	Sputnik virus 1	EU606015	I	Complete genome	1	Sputniviroviridae
Mividavirales	Sputniviroviridae		Sputnikvirus	Zamilon virus	HG531932	I	Complete genome	1	Sputniviroviridae
	Stackebrandtviridae	Frickvirinae	Clownvirus	Gordonia phage Clown	MT771343	I	Complete genome	1	Stackebrandtviridae
	Stackebrandtviridae	Frickvirinae	Riverraidervirus	Gordonia phage RiverRaider	PQ184823	I	Complete genome	1	Stackebrandtviridae
	Stanwilliamsviridae	Boydwoodruffvirinae	Coruscantvirus	Streptomyces phage Coruscant	MT711976	I	Complete genome	1	Stanwilliamsviridae
	Stanwilliamsviridae	Boydwoodruffvirinae	Karimacvirus	Streptomyces phage Karimac	MH590599	I	Complete genome	1	Stanwilliamsviridae
Crassvirales	Steigviridae	Asinivirinae	Akihdevirus	Cellulophaga phage phi14:2	KC821624	I	Complete genome	1	Steigviridae
Crassvirales	Steigviridae	Asinivirinae	Kahnovirus	uncultured phage cr44_1	MZ130483	I	Complete genome	1	Steigviridae
Timlovirales	Steitzviridae		Cebevirus	Caulobacter phage phiCb5	HM066936	IV	Complete genome	1	Steitzviridae
Pantevenvirales	Straboviridae	Emmerichvirinae	Ceceduovirus	Aeromonas phage AS-zj	MF448340	I	Complete genome	1	Straboviridae
Pantevenvirales	Straboviridae	Emmerichvirinae	Ceceduovirus	Aeromonas phage CC2	JX123262	I	Complete genome	1	Straboviridae
Gokushovirales	Sukshmaviridae		Subabevirus	Microviridae sp. 1527-1801 virus	MG945316		Complete genome	1	Sukshmaviridae
Gokushovirales	Sukshmaviridae		Subethovenvirus	Microviridae sp. 3317-1602 virus	MG945562		Complete genome	1	Sukshmaviridae
Mononegavirales	Sunviridae		Sunshinevirus	Sunshine Coast virus	JN192445	V	Coding-complete genome	1	Sunviridae
	Suolaviridae		Pormufvirus	Halorubrum tailed virus 28	MZ334528	I	Complete genome	1	Suolaviridae
Crassvirales	Suoliviridae	Bearivirinae	Afonbuvirus	uncultured phage cr6_1	MT774401	I	Complete genome	1	Suoliviridae
Crassvirales	Suoliviridae	Bearivirinae	Afonbuvirus	uncultured phage cr12_1	MZ130492	I	Complete genome	1	Suoliviridae
Secretvirales	Tainaviridae		Ascunsovirus	Sulfitobacter sp. ICBM5 virus	OM782324		Complete genome	1	Tainaviridae
Secretvirales	Tainaviridae		Circularivirus	Microviridae sp. ctbc9 virus	MH617319		Complete genome	1	Tainaviridae
Kalamavirales	Tectiviridae		Alphatectivirus	Enterobacteria phage PR4	AY848686	I	Complete genome	1	Tectiviridae
Kalamavirales	Tectiviridae		Alphatectivirus	Enterobacteria phage PRD1	AY848689	I	Complete genome	1	Tectiviridae
	Tenebraviridae		Caldusvirus	Archaeoglobus virus JdFR005	PQ111742	I	Complete genome	1	Tenebraviridae
Ageovirales	Thalassapleoviridae		Aprofuvirus	Archaeoglobus profundus pleomorphic virus 1	BK065154	I	Complete genome	1	Thalassapleoviridae
Ageovirales	Thalassapleoviridae		Avenivirus	Archaeoglobus veneficus pleomorphic virus 1	BK065155	I	Complete genome	1	Thalassapleoviridae
	Thaspiviridae		Nitmarvirus	Nitrosopumilus spindle-shaped virus 1	MK570053	I	Complete genome	1	Thaspiviridae
	Thaspiviridae		Nitmarvirus	Nitrosopumilus spindle-shaped virus 1	MK570054	I	Complete genome	1	Thaspiviridae
Paracrassvirales	Tinaiviridae		Fahrevirus	Caudoviricetes sp. isolate ctR3g24	BK057374	I	Complete genome	1	Tinaiviridae
Martellivirales	Tobaliviridae		Tobalivirus	Armillaria borealis mycovirgavirus 1	MW423800	IV	Complete genome	1	Tobaliviridae
Martellivirales	Tobaliviridae		Tobalivirus	Auricularia heimuer mycovirgavirus 1	MN928963	IV	Complete genome	1	Tobaliviridae
Nidovirales	Tobaniviridae	Piscanivirinae	Bafinivirus	white bream virus	DQ898157	IV	Complete genome	1	Tobaniviridae
Nidovirales	Tobaniviridae	Piscanivirinae	Bafinivirus	fathead minnow nidovirus	GU002364	IV	Complete genome	1	Tobaniviridae
Martellivirales	Togaviridae		Alphavirus	Barmah Forest virus	U73745	IV	Complete genome	1	Togaviridae
Martellivirales	Togaviridae		Alphavirus	bebaru virus	HM147985	IV	Complete genome	1	Togaviridae
	Tolecusatellitidae		Betasatellite	Okra leaf curl betasatellite	GU111963		Complete genome	1	Tolecusatellitidae
	Tolecusatellitidae		Betasatellite	Bhendi yellow vein mosaic betasatellite	AJ308425		Complete genome	1	Tolecusatellitidae
Tolivirales	Tombusviridae	Calvusvirinae	Umbravirus	groundnut rosette virus	Z69910	IV	Complete genome	1	Tombusviridae
Tolivirales	Tombusviridae	Calvusvirinae	Umbravirus	carrot mottle mimic virus	U57305	IV	Complete genome	1	Tombusviridae
Tombendovirales	Tomosaviridae		Virtovirus	satellite tobacco mosaic virus	M25782	IV	Partial genome (non-compliant)	1	Tomosaviridae
	Tonesaviridae		Albetovirus	satellite tobacco necrosis virus 1	V01468	IV	Complete genome	1	Tonesaviridae
	Tonesaviridae		Albetovirus	satellite tobacco necrosis virus 2	M64479	IV	Complete genome	1	Tonesaviridae
Elliovirales	Tospoviridae		Orthotospovirus	lisianthus necrotic ringspot virus	MF469045		Complete genome	1	Tospoviridae
Elliovirales	Tospoviridae		Orthotospovirus	Fatsia japonica ringspot-associated virus	LC626335		Complete genome	1	Tospoviridae
	Toyamaviridae		Totsukavirus	Totsukavirus sp. isolate 2698_63430	OP074812	I	Complete genome	1	Toyamaviridae
	Toyamaviridae		Ushigomevirus	Ushigomevirus sp. isolate 1319_99498	OP030930	I	Complete genome	1	Toyamaviridae
	Trautnerviridae	Polsinellivirinae	Rivavirus	Bacillus phage 000TH010	MN176219	I	Complete genome	1	Trautnerviridae
	Trautnerviridae	Polsinellivirinae	Rivavirus	Bacillus phage 049ML001	MN176227	I	Complete genome	1	Trautnerviridae
Crytulvirales	Trimbiviridae		Orthotrimbivirus	Armillaria ectypa ambi-like virus 1	BK014418		Coding-complete genome	1	Trimbiviridae
Crytulvirales	Trimbiviridae		Orthotrimbivirus	Heterobasidion ambi-like virus 3	MZ502386		Coding-complete genome	1	Trimbiviridae
Metacrassvirales	Tripviridae		Crabavirus	virus sp. ctML55	BK059105	I	Complete genome	1	Tripviridae
Primavirales	Tristromaviridae		Alphatristromavirus	Pyrobaculum filamentous virus 1	KU307456	I	Complete genome	1	Tristromaviridae
Primavirales	Tristromaviridae		Alphatristromavirus	Pyrobaculum filamentous virus 2	MN876844	I	Complete genome	1	Tristromaviridae
Elliovirales	Tulasviridae		Orthotulasvirus	Tulasnella bunyavirales-like virus 1	MN793997		Complete genome	1	Tulasviridae
Belfryvirales	Turriviridae		Alphaturrivirus	Sulfolobus turreted icosahedral virus 2	GU080336	I	Complete genome	1	Turriviridae
Belfryvirales	Turriviridae		Alphaturrivirus	Sulfolobus turreted icosahedral virus 1	AY569307	I	Complete genome	1	Turriviridae
Tymovirales	Tymoviridae		Maculavirus	grapevine fleck virus	AJ309022	IV	Complete genome	1	Tymoviridae
Tymovirales	Tymoviridae		Marafivirus	grapevine asteroid mosaic associated virus	KX354202	IV	Complete genome	1	Tymoviridae
	Umezonoviridae		Moriyavirus	Moriyavirus sp. isolate 3108_57610	OP072523	I	Complete genome	1	Umezonoviridae
	Umezonoviridae		Moriyavirus	Moriyavirus sp. isolate 3451_82951	OP072636	I	Complete genome	1	Umezonoviridae
Crytulvirales	Unambiviridae		Orthounambivirus	Cryphonectria parasitica ambivirus 1	MT354566		Complete genome	1	Unambiviridae
Ligamenvirales	Ungulaviridae		Captovirus	Acidianus filamentous virus 1	AJ567472	I	Complete genome	1	Ungulaviridae
Methanobavirales	Usuviridae		Hewusuvirus	Methanobrevibacter gottschalkii virus vir075	BK068243	I	Complete genome	1	Usuviridae
Methanobavirales	Usuviridae		Manusuvirus	Methanobrevibacter smithii tailed virus 1	PP537965	I	Complete genome	1	Usuviridae
	Vandenendeviridae	Gorskivirinae	Dilongvirus	Pseudomonas phage PHB09	OK040171	I	Complete genome	1	Vandenendeviridae
	Vandenendeviridae	Gorskivirinae	Flaumdravirus	Pseudomonas phage vB_PsyM_KIL4	KU130129	I	Complete genome	1	Vandenendeviridae
	Verdandiviridae		Dolusvirus	Lokiarchaeia virus VerdaV4	LC711080	I	Complete genome	1	Verdandiviridae
	Verdandiviridae		Dolusvirus	Lokiarchaeia virus VerdaV1	LC711077	I	Complete genome	1	Verdandiviridae
	Vertoviridae		Chaovirus	Halobacterium phage ChaoS9	MK310226	I	Complete genome	1	Vertoviridae
	Vertoviridae		Myohalovirus	Natrialba virus PhiCh1	MK450543	I	Complete genome	1	Vertoviridae
	Vilmaviridae	Lclasvirinae	Bromdenvirus	Mycobacterium phage Bromden	MH576973	I	Complete genome	1	Vilmaviridae
	Vilmaviridae	Lclasvirinae	Bromdenvirus	Mycobacterium phage DyoEdafos	MN234187	I	Complete genome	1	Vilmaviridae
Cirlivirales	Vilyaviridae		Ancalagonvirus	Chaetfec virus UA24_7381	OM154927		Complete genome	1	Vilyaviridae
Cirlivirales	Vilyaviridae		Ancalagonvirus	Sigmofec virus UA08Rod_17037	OM869491		Complete genome	1	Vilyaviridae
Martellivirales	Virgaviridae		Tobamovirus	yellow tailflower mild mottle virus	KF495564	IV	Complete genome	1	Virgaviridae
Martellivirales	Virgaviridae		Tobamovirus	Brugmansia mild mottle virus	AM398436	IV	Complete genome	1	Virgaviridae
	Winoviridae		Peternellavirus	Winogradskyella phage Peternella_1	MT732475	I	Complete genome	1	Winoviridae
